numMC,PL,PL_local, maxloss
135,-0.000161158,-0.00618375,-0.000605397
136,-8.82E-05,0.00504478,-0.000384808
137,0.00744444,0.00200755,-0.000524441
138,-0.000670567,0.00174254,-0.00593113
139,0.00100538,0.00370868,-0.000853934
140,0.00150328,-0.00258181,0
141,-0.00106466,0.00186955,-0.00164249
142,-0.0011151,-0.00674054,-0.0014044
143,0.000572509,0.00149797,-0.000333475
144,0.00140075,-0.000244313,-0.000977582
145,0.000876263,0.00155813,-0.000118915
146,0.00140246,0.00136651,-0.000485766
147,0.000311652,-0.00103496,-7.32E-05
148,-0.000774132,-0.00119634,-0.0013237
149,0.00119358,-0.0356521,-0.000131551
150,0.000104762,0.034025,-0.000348572
151,-0.000394643,0.0108034,-0.000528619
152,0.000803101,0.00324534,-0.00018784
153,-0.00127788,0.00137887,-0.0035905
154,-0.00769805,-0.00300568,-0.0246484
155,0.000294017,-0.0038761,-0.000431778
156,0.024655,0.00188018,-0.00319817
157,-0.000565603,-0.011918,-0.000602029
158,-0.00262457,-0.000503086,-0.00262457
159,0.000869415,0.000743592,-0.00016571
160,-0.00150302,0.00169192,-0.00187086
161,-0.00136321,-0.00103248,-0.00142487
162,-0.00259719,0.00538455,-0.00529993
163,-0.000199009,0.000896554,-0.000199009
164,0.00107385,0.00119334,-0.000670492
165,0.00215043,-0.000944573,-0.000636759
166,0.00107639,0.00219299,-1.69E-06
167,-0.00130756,0.00114671,-0.0115134
168,0.00139611,-0.0089824,-0.000347271
169,-0.000765576,-1.42228E-05,-0.000839382
170,0.00425129,-0.01123,-0.000657943
171,0.000146443,0.00373078,-1.80E-05
172,0.00034884,-0.00318602,-0.000579252
173,0.000679238,0.00282456,-0.00171903
174,-0.00371067,-0.000318584,-0.00384729
175,-0.00107505,-0.00114716,-0.0023657
176,-0.00371369,-0.0034233,-0.00371369
177,-0.00025139,0.000910645,-0.000279803
178,-0.00191493,0.00392631,-0.00744079
179,-0.00258604,0.00440421,-0.002866
180,-0.00268118,0.00265246,-0.00284531
181,0.00197539,0.00473838,-2.39E-05
182,0.000147309,-0.0035285,-0.000108742
183,9.47E-05,0.00384031,-0.0004667
184,-0.000520778,0.000319301,-0.00089889
185,-0.00081155,-0.000211987,-0.00102397
186,-0.0231509,0.00301115,-0.0231509
187,0.0274476,-0.000930916,-0.0175797
188,0.00218698,0.000573456,0
189,-0.000530714,-0.00439792,-0.000530714
190,-0.0032012,-0.00196689,-0.00352063
191,0.000360687,-0.00555328,-0.00023932
192,0.0103192,-0.00162941,-0.000594378
193,0.00472091,0.0111422,-0.0142265
194,0.00706163,-0.00664166,-0.00610666
195,-0.000379817,-0.000628215,-0.000952829
196,0.00103937,0.00442575,-0.000300963
197,0.00863683,0.00117012,-0.00735022
198,-0.000643437,0.000479721,-0.00083293
199,0.000529992,-0.000811883,-0.000451883
200,8.83E-05,-0.00130093,-0.00102515
201,0.000203704,0.00122867,-0.000140272
202,-0.000399755,-0.0379978,-0.000689018
203,-0.000953668,0.00840371,-0.00143511
204,2.96E-05,-0.00646083,-0.000327372
205,-0.0143285,-0.00119176,-0.0239185
206,-0.00106923,0.0158401,-0.00311172
207,-0.00726605,-0.0174535,-0.00850321
208,-0.00423153,0.00178607,-0.00423153
209,-0.00117433,-0.00661318,-0.00157885
210,-0.00138291,0.00306832,-0.00139584
211,-0.00486672,0.00179041,-0.00493542
212,0.000874612,0.0052575,-0.00062921
213,-9.71E-05,0.0117043,-0.000349066
214,0.00262319,-0.00149331,-0.00106333
215,-0.000486187,0.00160429,-0.000988215
216,0.000376252,-0.00166965,-0.000109906
217,0.000765584,0.000132765,0
218,0.00676564,-0.00182848,-0.00159069
219,0.00133669,-0.00304106,-0.000138228
220,-0.0012117,-0.000477763,-0.00151427
221,-0.000969939,-0.0110727,-0.00223944
222,-0.00115518,-0.0240226,-0.00130768
223,-0.000658217,-0.0217307,-0.000906423
224,0.000753995,0.00287395,-0.00344021
225,-2.15E-05,0.0348632,-0.000381305
226,-0.00306017,-0.00240085,-0.00355618
227,0.000530836,-0.00366544,-0.000424648
228,0.000306446,-0.000611708,-0.000344436
229,-0.0011214,0.00207868,-0.00137729
230,0.000214745,-0.000436437,-0.000117732
231,-0.00058568,-0.0058623,-0.00176945
232,-0.0294354,0.00298632,-0.0294354
233,0.00988097,-0.00143665,-0.000317316
234,0.00172704,-0.000277567,-0.0013368
235,-0.00258321,-0.000983813,-0.00369221
236,0.00558508,-0.000422442,-0.00814781
237,0.000345146,0.00186325,-7.41E-05
238,0.000103895,-0.00274369,-0.000443849
239,0.000520634,0.0159473,-0.00106453
240,-0.00305758,-0.00247971,-0.00712272
241,-4.40E-06,-0.00241481,-0.000166216
242,5.55E-05,-0.000771898,-0.000748486
243,0.00500606,-0.0198088,-0.00200555
244,0.00709707,-0.000198634,-7.50E-05
245,-0.00219239,-0.00377781,-0.00268532
246,-0.00256333,0.0019639,-0.00427212
247,0.00071571,-0.00274317,-0.000528735
248,0.000137149,-0.00220958,-0.000306053
249,0.00144415,0.00183269,-0.000233066
250,-0.000516254,0.00089627,-0.00167506
251,-0.000393884,-0.00240385,-0.00185516
252,-0.000418825,-0.00092528,-0.000832072
253,-0.00250801,8.07055E-05,-0.00743887
254,0.000777924,0.00520817,-0.000801842
255,0.00281272,0.0167966,-0.000355171
256,-0.00321434,0.00104599,-0.00433831
257,-0.00318536,-0.0073758,-0.00440962
258,-0.000497086,0.00051436,-0.00157889
259,-0.000420893,0.000160709,-0.00118566
260,0.00042912,-0.00012847,-0.000764188
261,0.00310856,0.00430257,-0.000866548
262,-0.0138473,-0.0097857,-0.0138473
263,-0.00100188,-0.0105822,-0.00234682
264,-0.00254885,-0.0013461,-0.00254885
265,0.00188007,-0.00214807,-0.00204163
266,-0.000436402,0.00784448,-0.000611315
267,0.000194724,-0.0208096,-0.000220086
268,-0.000272317,0.00419181,-0.000526572
269,-0.000746272,0.0086662,-0.00103787
270,-0.00231907,-0.00232099,-0.003425
271,0.00074867,0.00175374,0
272,0.000864304,0.00138982,-0.000131976
273,0.0010448,-0.00179449,-0.00059298
274,-0.00079225,-0.0112841,-0.00115407
275,0.00129323,0.00907415,-0.00128389
276,-0.0011718,-0.00927204,-0.00293535
277,0.000535024,0.000632269,-0.000422023
278,-0.000944364,-0.0013137,-0.00183533
279,-0.00170903,-0.00135392,-0.00282535
280,0.00192272,-0.000637899,-0.00112298
281,-0.00356394,-0.000477624,-0.00491639
282,-0.000384825,-0.00305755,-0.000588292
283,-0.000440639,-0.0059086,-0.000784728
284,-0.000215014,-0.00108628,-0.000216818
285,0.00069665,0.000587467,-0.000697836
286,0.00160438,0.00118911,-0.00189721
287,-7.71E-05,-0.00905206,-0.000181594
288,0.000719649,0.00226856,-6.69E-05
289,-0.00558107,-0.000286093,-0.00975312
290,-0.000299294,-0.00148953,-0.000466739
291,0.0018269,0.000937397,-4.62E-05
292,-0.00172977,-0.000857666,-0.00208715
293,0.000752896,-0.00368595,-0.00188959
294,0.000852107,-0.0190412,-0.000283547
295,0.00033072,-0.00062956,-0.002993
296,-0.0351796,0.00178026,-0.0351796
297,0.0015209,4.18291E-05,0
298,0.00273896,0.00307693,-0.0012211
299,4.10E-06,-0.00260855,-0.000391705
300,0.00101824,0.00118396,-0.000303177
301,0.0114928,-0.00399181,0
302,-0.000184376,0.0022871,-0.000413594
303,0.001216,-0.00153485,-0.002166
304,0.00733232,-0.00658094,-4.40E-05
305,-0.000587024,-0.0267283,-0.00187888
306,-0.00190111,-0.00471338,-0.00287923
307,0.0077773,-0.0121455,-0.00352709
308,-0.000248471,-0.000668852,-0.000510388
309,-0.0143527,-0.000513521,-0.0338322
310,-0.000492414,-0.00216454,-0.000986115
311,0.00270187,0.000992034,-7.07E-05
312,0.00770548,0.000351617,-0.00259322
313,-0.00046383,0.00115815,-0.000573496
314,-0.000961794,0.0026454,-0.00106825
315,0.00172528,-0.000178558,-0.00106732
316,9.64E-06,0.00516294,-0.000299617
317,-0.000464017,0.0010993,-0.00123456
318,0.000537534,0.00242725,0
319,0.000275191,-0.00441964,-0.00182664
320,-0.00240773,0.000260293,-0.00240773
321,-0.00158183,0.00264727,-0.00160904
322,-0.000371197,-0.000252466,-0.00103412
323,-0.000594248,-0.0159586,-0.00157734
324,0.000102785,0.0022808,-9.31E-05
325,0.00537348,0.000245782,-0.0061873
326,-0.00791485,0.00139315,-0.00791485
327,-0.000884851,0.000303767,-0.000884851
328,-0.0015333,0.0123881,-0.0015333
329,0.000450648,0.00356366,-0.000260046
330,0.00371627,-5.46114E-05,-0.000245448
331,0.000672556,0.00318572,-0.00035395
332,0.00343407,0.00980008,-0.00119731
333,0.00221194,-0.00245087,-0.00107538
334,-0.000474995,-0.0150238,-0.00118279
335,0.00598337,0.00214463,-0.000413887
336,0.000460734,-0.0292731,-0.000362041
337,-0.000307489,-0.00104335,-0.000527586
338,-0.00855516,0.00664155,-0.0130038
339,0.00069668,0.131217,0
340,0.00152161,-0.00309208,-0.000212586
341,-0.000772861,0.00519781,-0.000855203
342,-0.000608577,7.35576E-05,-0.000928331
343,0.000320017,-0.00122259,0
344,-0.00086948,0.000628732,-0.000953438
345,-0.000214246,-0.00239069,-0.00166321
346,8.32E-05,-0.00171186,-0.000363504
347,-0.000632821,-0.00223447,-0.00178393
348,-0.000811796,0.000110208,-0.000988102
349,-0.00149202,-0.00165095,-0.00182772
350,-0.00221971,0.000330314,-0.00251683
351,-0.001493,-0.0012963,-0.00155376
352,-0.0040616,-0.00997716,-0.0040616
353,-0.0210408,0.000980505,-0.0269841
354,0.000391138,0.00698151,-0.000537553
355,-0.00247488,0.000190376,-0.00247488
356,0.00289385,-0.00206943,-0.00019948
357,0.00132448,0.00190077,-0.000294844
358,-0.000301702,-0.000817682,-0.00101164
359,-0.00358791,0.0144419,-0.00810601
360,-0.00610428,0.00125044,-0.0063526
361,-0.00169357,-0.000492173,-0.00445884
362,0.000725684,-0.00072308,-0.000136727
363,0.00165008,0.00108989,0
364,7.46E-05,0.00183718,-0.000552389
365,0.00171915,-0.00472491,-0.00503825
366,-0.00129538,0.00167972,-0.00132691
367,0.00408944,-0.00292341,-0.00253615
368,4.31E-05,-0.0014018,-0.00186407
369,-0.0275848,-0.000531746,-0.0275848
370,-0.00210154,-0.000796428,-0.00302981
371,-0.000258618,-0.00163802,-0.000594326
372,-0.00271608,-0.00217316,-0.00271608
373,0.0120755,-0.00506542,-7.50E-05
374,0.00182688,-0.00352935,-0.000263984
375,-0.00133096,-0.0210874,-0.0015571
376,-0.0015967,-0.00682907,-0.00162486
377,-0.00506616,-0.000286768,-0.00506616
378,-0.0010988,-0.00551328,-0.00110739
379,-0.00163937,0.00599665,-0.00203437
380,0.000779633,0.00196617,-0.000258358
381,-0.000287292,-0.00101428,-0.00107052
382,0.00278179,-0.00103264,-0.000133992
383,0.00365623,0.00912453,-0.0010067
384,-0.000525008,-0.0297935,-0.000804323
385,-0.000974161,0.000296413,-0.0046137
386,-0.00161382,0.00105579,-0.00379072
387,5.64E-06,0.00366868,-0.000106878
388,-2.70E-05,-0.000305233,-0.00173436
389,-0.000520244,-0.0038087,-0.000637145
390,0.000999271,-0.00184197,-0.00056549
391,0.000604916,-0.0279841,-0.000676561
392,-0.00381627,-0.00287439,-0.00389759
393,-6.11E-05,-0.00431666,-0.000137993
394,-0.00209362,-0.00118093,-0.00249804
395,0.000118272,0.0121962,-0.0034867
396,-0.000419408,0.000839025,-0.000731333
397,0.00366291,-0.0203471,-5.76E-05
398,0.00212011,-0.00173089,-0.0066967
399,-0.000439078,-0.000690165,-0.00136956
400,0.0155856,-0.00186387,-0.00324778
401,0.00258777,-0.00236083,-0.00297226
402,0.00103842,-0.00299174,-0.000111388
403,-0.00183763,0.00201275,-0.00246579
404,0.00176036,0.00746372,-0.00105004
405,0.00234053,-0.00088778,-0.00233127
406,0.000137978,-0.00464113,-0.00067038
407,-0.00171259,-0.000916838,-0.00183028
408,0.000995607,-0.000328562,-0.00131911
409,-0.00186347,-0.000189553,-0.00332586
410,0.00158818,-0.00438027,-0.0001313
411,-0.0011276,-0.0263236,-0.00127291
412,-0.0032022,-0.00568045,-0.00343603
413,-0.000574467,0.00200341,-0.0018528
414,-0.000892059,-0.00382287,-0.000892059
415,0.00018316,0.00324595,-0.00101134
416,0.000617867,0.001958,-0.00039913
417,-8.19E-05,0.000306404,-0.00404206
418,0.000113964,0.0131993,-0.000130798
419,-0.00156374,-0.00181537,-0.0102033
420,0.00487318,0.000384526,-0.00127915
421,-0.000746019,-0.000501366,-0.00111067
422,-0.00125465,-0.000790292,-0.00188028
423,-0.00230301,0.0030686,-0.00230301
424,0.000247009,0.00172339,-0.000925956
425,-0.00117685,-0.00646747,-0.00130883
426,8.63E-05,-0.000354658,-0.000227408
427,0.000953683,-0.00281759,-0.000137961
428,0.00311153,0.00769392,-0.00057127
429,-0.00042752,-0.00460067,-0.000977229
430,-4.57E-05,0.00120791,-0.000307457
431,0.000332165,-0.0134856,-0.000597103
432,-0.00672694,0.000359305,-0.0204177
433,0.00130119,0.00455617,-0.000255711
434,-0.00324413,0.00485117,-0.00324413
435,0.00743896,-0.00580167,-0.00287382
436,-0.00368214,-0.00164796,-0.00603682
437,0.00172107,0.00272957,-5.80E-05
438,-0.00289128,0.00350333,-0.00289128
439,-0.0107232,-0.0160881,-0.0109814
440,0.000768034,0.00214054,-0.000120724
441,-0.00131598,0.0101793,-0.00288473
442,-0.000785489,0.00144012,-0.00103815
443,-0.000754899,-0.00827235,-0.00110564
444,-0.00653367,-0.00083977,-0.00844458
445,-0.00137024,0.000322543,-0.00172554
446,-0.000788741,0.00746969,-0.00316745
447,0.000626891,-0.00108425,-0.000144726
448,-0.00131093,0.00194463,-0.00134189
449,0.00194379,-0.00117132,-2.53E-05
450,-0.00105817,0.00317392,-0.00115936
451,0.000944806,-0.000880894,-0.000538072
452,-0.000363932,-0.00141223,-0.00169793
453,0.000679965,-0.023289,-0.000550288
454,0.00272137,-0.00120423,-0.00028663
455,0.00184524,0.00125416,-0.00263143
456,-0.000634055,-0.00278855,-0.000780284
457,-0.000321516,-0.000955265,-0.00153383
458,-0.000819312,0.00410788,-0.00162744
459,-0.0236838,0.00150912,-0.0237265
460,-0.00120535,-0.00316465,-0.00179545
461,-0.000435392,-0.0043349,-0.00127001
462,-0.00987114,0.00465708,-0.011955
463,0.00220633,-0.000179726,-0.00621333
464,-0.00325373,-0.0079457,-0.00325373
465,0.0013345,-0.00100475,-0.000243602
466,1.49E-05,-6.87652E-05,-0.000212539
467,0.000271893,-0.00819839,-7.92E-05
468,-0.000945522,-0.00157255,-0.00117844
469,-3.03E-05,0.00411871,-0.000519882
470,-0.00306988,-0.0031463,-0.00448323
471,-0.00160442,-0.00429814,-0.00223163
472,-0.000673027,-0.00247836,-0.000706393
473,0.00112523,0.00909596,-7.96E-05
474,-1.82E-06,0.00342143,-0.000363054
475,0.000205846,0.000194712,-3.13E-05
476,-0.00101714,0.00329816,-0.00130393
477,0.00178408,-0.00435493,-2.08E-05
478,0.000262635,-0.000941014,-0.00118028
479,-0.00188527,0.000218232,-0.00189099
480,-0.00217999,-0.00332598,-0.00240182
481,0.000331969,0.00507585,-0.000748833
482,-0.000659036,-0.00199413,-0.000746667
483,-0.00288531,0.0013793,-0.0142185
484,0.00363347,0.00385125,-0.00270762
485,-0.00353538,0.000702551,-0.00367377
486,-0.0128089,0.000612126,-0.01337
487,0.00975742,-0.0014148,-0.00260984
488,0.00139195,-0.0019988,-7.05E-05
489,-0.00149334,-0.000662679,-0.00183354
490,3.77E-05,-0.00110284,-0.000701621
491,-0.00460635,-0.000707594,-0.00476494
492,-0.000307172,-0.00164722,-0.000933523
493,-0.00193225,-0.000129113,-0.00254998
494,-0.00234163,0.00207894,-0.00261952
495,-0.000116722,-0.00574402,-0.000773683
496,-0.001416,0.00212031,-0.00147959
497,-2.93E-05,-0.00258069,-0.00109731
498,-0.000272974,0.00238217,-0.000494517
499,-0.000189279,-0.00448595,-0.000433363
500,0.00720744,-0.00572821,-0.00516846
501,-0.000360366,-0.00166909,-0.000500288
502,0.00445386,8.59576E-05,-0.00240695
503,0.00111894,0.00301845,-0.000411793
504,0.000171573,0.00864074,-0.000227344
505,0.000230455,0.00455178,-0.000217583
506,0.000136106,-0.000256693,-0.000258589
507,-0.00044864,-0.00145516,-0.00129059
508,-0.00685347,-0.00744154,-0.00701687
509,0.00132659,0.00359441,0
510,0.00243578,-0.000119924,-0.000711826
511,-0.000583806,0.00146234,-0.000754693
512,-0.00296782,0.00837149,-0.00375952
513,-0.00278613,-0.0126059,-0.0123685
514,-0.000421868,0.0169617,-0.000956763
515,-0.000906034,-0.0015428,-0.000915221
516,0.000912868,-0.000131147,-0.000160157
517,-0.0481655,0.000668717,-0.0835267
518,-0.000460243,-0.000232614,-0.000832261
519,0.00440231,-0.0010602,-0.000899145
520,-0.000540383,0.00747742,-0.00148879
521,0.0020365,-0.00774391,-0.000223615
522,-0.000755653,-0.00226133,-0.00105251
523,-0.00123616,-0.00355692,-0.00164893
524,-0.00119503,-0.00087101,-0.0023738
525,-0.000241618,0.00188544,-0.000716064
526,-0.00140951,0.00145796,-0.00261453
527,-0.00212933,0.00177914,-0.0021883
528,-0.00184301,-0.00407562,-0.00185515
529,0.00234135,0.00327843,-0.0014306
530,-0.00239128,-0.000734293,-0.00296149
531,0.00386496,-0.00789029,-0.0106563
532,-0.00114279,-0.00559935,-0.00128234
533,-0.00116112,-0.000740816,-0.00169155
534,0.0003173,-0.00302205,-0.000865349
535,0.000614034,-0.0137018,-0.000224115
536,-0.0010176,-0.0140131,-0.00126321
537,-0.000724054,0.00836436,-0.0023112
538,-0.000996669,-0.00183457,-0.00117886
539,0.00511043,-0.00456063,-0.00231059
540,-0.000769914,-0.00709932,-0.000918895
541,0.000420745,-0.00211378,0
542,-0.00116896,-0.00924998,-0.00269711
543,0.0277932,1.93636E-05,-0.000500131
544,0.00233935,0.000880933,-0.00186279
545,0.000715674,-0.000396565,-5.52E-05
546,0.00292481,-0.00300066,-9.74E-05
547,0.00898306,-2.01963E-05,-0.00529808
548,-0.00869565,-0.00399028,-0.0101987
549,0.00551411,-0.00366981,-0.00476873
550,-0.000451311,4.97379E-05,-0.00049464
551,-0.00414954,-0.00145128,-0.00670751
552,-0.00053321,0.00204459,-0.00147378
553,-0.000253197,-0.0018136,-0.000557384
554,0.0013529,-0.0149446,-0.00366809
555,-0.00213405,0.00270376,-0.00302335
556,-0.000310503,0.0114019,-0.000310504
557,0.00174707,0.0151932,-0.000106863
558,-0.0136193,-0.00650504,-0.0143898
559,-0.000626519,-0.00315541,-0.000637492
560,0.00306161,0.00257748,-0.0015859
561,2.71E-05,0.00280193,-0.000710841
562,0.00101334,8.70125E-05,-0.000965489
563,0.00325552,-0.00162584,-0.00064381
564,-2.89E-05,0.0027011,-0.000177804
565,-0.00826388,0.00155845,-0.00883816
566,-0.00184804,-0.00163436,-0.00184804
567,-0.0018652,0.00764244,-0.00607402
568,-0.00138645,-0.00572509,-0.00138645
569,-0.00393935,0.0099815,-0.00581965
570,0.000903532,-0.00517512,-0.00131569
571,0.000775816,0.00577092,-0.000652581
572,0.000289002,-0.00029084,-0.00021427
573,-0.0186475,-0.00166531,-0.0279624
574,0.00100329,0.00393162,-0.000804457
575,-0.00138211,-0.00869548,-0.00163758
576,-0.0265561,-0.00809387,-0.02683
577,-0.00127586,-0.00261469,-0.00223855
578,-0.000417669,0.00578133,-0.00107695
579,0.000806803,-0.00239848,-0.00077076
580,0.0136753,0.000917279,-0.037971
581,-0.00102716,0.00198611,-0.00129913
582,0.000296756,-0.000929963,-0.000665606
583,0.000558884,-0.00218871,-0.000932837
584,-0.000440959,-0.00444714,-0.00381177
585,-0.00210873,-0.000377434,-0.00311246
586,0.00376958,0.000807552,0
587,0.0013367,0.000962702,0
588,-0.000643947,-0.00398986,-0.000913389
589,-0.00476028,-0.00337427,-0.00778267
590,1.55E-05,0.0102959,-0.000408611
591,0.001861,-0.00516702,-0.000947497
592,-0.000968644,0.00293209,-0.000993276
593,0.000179852,0.000892833,-0.000370798
594,0.000699568,2.44183E-05,-0.000463779
595,0.00392778,-7.39014E-05,-0.00154409
596,-0.00254777,0.00128036,-0.00254777
597,0.00013275,0.00105981,-0.00095986
598,9.64E-05,-0.000823052,-0.000745741
599,0.000383895,0.00137259,-8.60E-05
600,0.000248375,0.000959004,-0.000639076
601,-0.00060378,0.00359351,-0.000629858
602,0.00810101,-0.0017126,-0.000373631
603,0.00132384,-0.00299235,-0.000312054
604,-0.000580194,-0.00308372,-0.000986932
605,0.00637418,-0.000635621,-0.00818123
606,-0.00320052,-0.000641679,-0.00435135
607,0.00379805,-0.00126145,-0.000192133
608,-0.000307855,-0.00246012,-0.00329155
609,-0.00677535,0.00434643,-0.00818033
610,0.000252872,-0.0024731,-0.000518492
611,-0.000850145,0.00465538,-0.000851249
612,0.00317791,-0.0149771,-0.00129715
613,0.000759472,-0.00560638,-0.000436187
614,0.00105569,-0.00273074,-0.00014768
615,-0.00224603,0.000208886,-0.00286686
616,-0.000730769,0.00179484,-0.00100859
617,-0.00420093,-0.0129211,-0.00420093
618,0.00907476,-0.00151727,-0.00129596
619,-0.00273575,0.00212077,-0.00273575
620,-0.000804928,-0.00284001,-0.00219987
621,0.000674751,0.00372207,-0.000298275
622,-0.0014253,-0.00458922,-0.00146987
623,0.000147477,0.000635009,-0.00167763
624,0.00113666,0.00148813,-0.000413418
625,0.000678238,-0.00707643,-0.00533308
626,0.000414626,-0.000440314,-0.000543431
627,-0.000848589,-0.0154279,-0.000941724
628,-0.000856979,-0.00482183,-0.00118569
629,-0.000369362,0.00103075,-0.00072939
630,0.000584726,-2.75919E-05,-0.00125108
631,-0.00110867,0.00647702,-0.00146534
